Insumo 1;Insumo 2;Similitud (%)
"CODO SCH - 40 1 1/4" x 90º ROSCADO";"CODO SCH - 40 1" x 90º  ROSCADO";96.43%
"UNION UNIVERSAL 1" CLASE150 MI 197 - ROSCADO FIERRO MALEABLE";"UNION UNIVERSAL 1/2" CLASE150 MI 197 - ROSCADO FIERRO MALEABLE";96.36%
"UNION UNIVERSAL 1 1/2" CLASE150 MI 197 - ROSCADO FIERRO MALEABLE";"UNION UNIVERSAL 1" CLASE150 MI 197 - ROSCADO FIERRO MALEABLE";96.36%
"MB-02 MUEBLE TABLERO AGLOMERADO ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION";"MB-02a MUEBLE TABLERO AGLOMERADO ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION";96.25%
"Transformador de Aislamiento Trifasico 380/220 V, 2 KVA";"Transformador de Aislamiento Trifasico 380/220 V, 20 KVA";96.23%
"TEE  1 1/2" x 90º CLASE150 MI 197 - ROSCADO FIERRO MALEABLE";"TEE  1" x 90º CLASE150 MI 197 - ROSCADO FIERRO MALEABLE";96.15%
"TEE  1" x 90º CLASE150 MI 197 - ROSCADO FIERRO MALEABLE";"TEE  1/2" x 90º CLASE150 MI 197 - ROSCADO FIERRO MALEABLE";96.15%
"CODO 1 1/2" x 90º CLASE150 MI 197 ROSCADO FIERRO MALEABLE";"CODO 1" x 90º CLASE150 MI 197 ROSCADO FIERRO MALEABLE";96.08%
"CODO 1" x 90º CLASE150 MI 197 ROSCADO FIERRO MALEABLE";"CODO 1/2" x 90º CLASE150 MI 197 ROSCADO FIERRO MALEABLE";96.08%
"TEE MECANICA SCH - 40 2 1/2" - 1 1/2"";"TEE MECANICA SCH - 40 4" - 1 1/2"";96.00%
"P.A. ESTERILIZADOR  CON GENERADOR ELECTRICO DE VAPOR (DUAL) DE 200/250 LITROS CON DOBLE PUERTA";"ESTERILIZADOR CON GENERADOR ELECTRICO DE VAPOR (DUAL) DE 200/250 LITROS CON DOBLE PUERTA";96.00%
"TEE MECANICA SCH - 40 2 1/2" - 1 1/2"";"TEE MECANICA SCH - 40 2 1/2" - 1 1/4"";96.00%
"TEE MECANICA SCH - 40 2 1/2" - 1 1/4"";"TEE MECANICA SCH - 40 2 1/2" - 1"";96.00%
"TEE MECANICA SCH - 40 2 1/2" - 1"";"TEE MECANICA SCH - 40 4" - 1 1/2"";96.00%
"TEE MECANICA SCH - 40 3 - 1 1/4"";"TEE MECANICA SCH - 40 3" - 1"";96.00%
"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 1 1/2" X 6 m";"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 1" X 6 m";95.92%
"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1", 1M";"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1/2", 1M";95.92%
"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1 1/4", 1M";"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1", 1M";95.92%
"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1 1/2", 1M";"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1", 1M";95.92%
"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 1" X 6 m";"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 2 1/2" X 6 m";95.92%
"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 1" X 6 m";"TUBO DE ACERO AL CARBONO SOLDABLE SCH - 40 DE 1/2" X 6 m";95.92%
"P.A. ELECTROBISTURI MONOPOLAR I BIPOLAR DIGITAL CON PINZA HEMOSTATICA DE VASOS";"ELECTROBISTURI MONOPOLAR I BIPOLAR DIGITAL CON PINZA HEMOSTATICA DE VASOS";95.83%
"TUBERIA CEDULA - 40 DE 1 1/4"";"TUBERIA CEDULA - 40 DE 1"";95.83%
"CODO DE FIERRO MALEABLE GALVANIZADO DE Ø 1 1/4" x 90º CLASE 150 ASTM A197  - ROSCADO";"CODO DE FIERRO MALEABLE GALVANIZADO DE Ø 3/4" x 90º CLASE 150 ASTM A197  - ROSCADO";95.83%
"JUNTA FLEXIBLE METAFLEX O SIMILAR, TUBERIA DE 1"";"JUNTA FLEXIBLE METAFLEX O SIMILAR, TUBERIA DE 1/2"";95.74%
"P.A. VENTILADOR MECANICO ADULTO - PEDIATRICO - NEONATAL";"VENTILADOR MECANICO ADULTO - PEDIATRICO - NEONATAL";95.74%
"UPS Trifasico 380/220 V, 2 KVA , 2 Baterias internas";"UPS Trifasico 380/220 V, 5 KVA , 2 Baterias internas";95.74%
"JUNTA FLEXIBLE METAFLEX O SIMILAR, TUBERIA DE 1 1/2"";"JUNTA FLEXIBLE METAFLEX O SIMILAR, TUBERIA DE 1"";95.74%
"CODO DE FIERRO MALEABLE GALVANIZADO DE Ø 1" x 90º CLASE 150 ASTM A197 - ROSCADO";"CODO DE FIERRO MALEABLE GALVANIZADO DE Ø 3" x 90º CLASE 150 ASTM A197 - ROSCADO";95.71%
"UNION UNIVERSAL DE FIERRO MALEABLE GALVANIZADO DE Ø 1 1/4" CLASE 150 ASTM A197";"UNION UNIVERSAL DE FIERRO MALEABLE GALVANIZADO DE Ø 3/4" CLASE 150 ASTM A197";95.71%
"REDUCCIÓN EXCENTRICA CAMPANA DE  FIERRO MALEABLE GALVANIZADO DE 1 1/2" X 1" CLASE 150 ASTM A197 - ROSCADO";"REDUCCIÓN EXCENTRICA CAMPANA DE FIERRO MALEABLE GALVANIZADO DE 1 1/2" X 3/4" CLASE 150 ASTM A197 - ROSCADO";95.65%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 10 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 12 ITF DE 380/220 VOLTIOS, 600 KVA";95.60%
"CODO DE ACERO AL CARBONO -  ROSCADO SCH-40 1"X90°";"CODO DE ACERO AL CARBONO -  ROSCADO SCH-40 1/2"X90°";95.56%
"CODO DE ACERO AL CARBONO -  ROSCADO SCH-40 1 1/2"X90°";"CODO DE ACERO AL CARBONO -  ROSCADO SCH-40 1"X90°";95.56%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 04 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 08 ITF DE 380/220 VOLTIOS, 600 KVA";95.56%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 06 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 08 ITF DE 380/220 VOLTIOS, 600 KVA";95.56%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 04 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 06 ITF DE 380/220 VOLTIOS, 600 KVA";95.56%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 04 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF DE 380/220 VOLTIOS, 600 KVA";95.45%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 08 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF DE 380/220 VOLTIOS, 600 KVA";95.45%
"TEE SCH - 40 1 1/4" ROSCADO";"TEE SCH - 40 1" ROSCADO";95.45%
"REDUCCION SCH - 40 2 1/2" - 2"";"REDUCCION SCH - 40 4" - 2 1/2"";95.45%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 06 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF DE 380/220 VOLTIOS, 600 KVA";95.45%
"ANALIZADOR AUTOMATICO PARA MICROBIOLOGIA";"P.A. ANALIZADOR AUTOMATICO PARA MICROBIOLOGIA";95.24%
"TOMACORRIENTE DOBLE UNIVERSAL CON PUESTA A TIERRA, 16 A. 250 V. USO GENERAL GRADO HOSPITALARIO, EMP. EN MURO. H=1.10m";"TOMACORRIENTE DOBLE UNIVERSAL CON PUESTA A TIERRA, 16 A. 250 V. USO GENERAL GRADO HOSPITALARIO, EMP. EN MURO. H=1.50m";95.24%
"ADAPTADOR PARA SOLDAR DE COBRE HEMBRA 1 1/4"";"ADAPTADOR PARA SOLDAR DE COBRE HEMBRA 1"";95.12%
"ADAPTADOR PARA SOLDAR DE COBRE HEMBRA 1"";"ADAPTADOR PARA SOLDAR DE COBRE HEMBRA 1/2"";95.12%
"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 2 1/2" X 1" CLASE 150 ASTM A197 - ROSCADO";"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 3/4" X 1/2" CLASE 150 ASTM A197 - ROSCADO";95.12%
"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 2 1/2" X 1 1/2" CLASE 150 ASTM A197 - ROSCADO";"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 3/4" X 1/2" CLASE 150 ASTM A197 - ROSCADO";95.12%
"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 1 1/2" X 3/4" CLASE 150 ASTM A197 - ROSCADO";"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 2 1/2" X 1" CLASE 150 ASTM A197 - ROSCADO";95.12%
"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 1 1/2" X 3/4" CLASE 150 ASTM A197 - ROSCADO";"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 2 1/2" X 1 1/2" CLASE 150 ASTM A197 - ROSCADO";95.12%
"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 1 1/2" X 1/2" CLASE 150 ASTM A197 - ROSCADO";"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 3/4" X 1/2" CLASE 150 ASTM A197 - ROSCADO";95.12%
"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 1 1/2" X 1/2" CLASE 150 ASTM A197 - ROSCADO";"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 1 1/2" X 3/4" CLASE 150 ASTM A197 - ROSCADO";95.12%
"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 1 1/2" X 1" CLASE 150 ASTM A197 - ROSCADO";"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 3/4" X 1/2" CLASE 150 ASTM A197 - ROSCADO";95.12%
"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 1 1/2" X 1" CLASE 150 ASTM A197 - ROSCADO";"REDUCCIÓN BUSHING DE FIERRO MALEABLE GALVANIZADO DE 1 1/2" X 3/4" CLASE 150 ASTM A197 - ROSCADO";95.12%
"AISLADORES TERMICOS PARA TUBERIAS DE 2 1/2"";"AISLADORES TERMICOS PARA TUBERIAS DE 2"";95.00%
"MB-01 MUEBLE TABLERO AGLOMERADO ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION";"MB-03 MUEBLE TABLERO AGLOMERADO ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION";95.00%
"AISLADORES TERMICOS PARA TUBERIAS DE 1"";"AISLADORES TERMICOS PARA TUBERIAS DE 2 1/2"";95.00%
"AISLADORES TERMICOS PARA TUBERIAS DE 1 1/4"";"AISLADORES TERMICOS PARA TUBERIAS DE 4"";95.00%
"AISLADORES TERMICOS PARA TUBERIAS DE 1 1/4"";"AISLADORES TERMICOS PARA TUBERIAS DE 1"";95.00%
"AISLADORES TERMICOS PARA TUBERIAS DE 1 1/2"";"AISLADORES TERMICOS PARA TUBERIAS DE 1"";95.00%
"AISLADORES TERMICOS PARA TUBERIAS DE 1 1/2"";"AISLADORES TERMICOS PARA TUBERIAS DE 2"";95.00%
"MB-02 MUEBLE TABLERO AGLOMERADO ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION";"MB-03 MUEBLE TABLERO AGLOMERADO ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION";95.00%
"MB-01 MUEBLE TABLERO AGLOMERADO ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION";"MB-02 MUEBLE TABLERO AGLOMERADO ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION";95.00%
"COLGADOR TIPO GOTA 1 1/2" INCL ACCESORIOS";"COLGADOR TIPO GOTA 2" INCL ACCESORIOS";94.87%
"COLGADOR TIPO GOTA 1 1/2" INCL ACCESORIOS";"COLGADOR TIPO GOTA 1" INCL ACCESORIOS";94.87%
"UNION UNIVERSAL DE FIERRO GALVANIZADO 1 1/2"";"UNION UNIVERSAL DE FIERRO GALVANIZADO 1"";94.87%
"TUBO DE FIERRO GALVANIZADO DE 1 1/4" x 2.5mm";"TUBO DE FIERRO GALVANIZADO DE 1" x 2.5mm";94.87%
"COLGADOR TIPO GOTA 2 1/2" INCL ACCESORIOS";"COLGADOR TIPO GOTA 2" INCL ACCESORIOS";94.87%
"COLGADOR TIPO GOTA  3/4" INCL ACCESORIOS";"COLGADOR TIPO GOTA 4" INCL ACCESORIOS";94.87%
"COLGADOR TIPO GOTA 1/2" INCL ACCESORIOS";"COLGADOR TIPO GOTA 2" INCL ACCESORIOS";94.87%
"COLGADOR TIPO GOTA 1" INCL ACCESORIOS";"COLGADOR TIPO GOTA 2 1/2" INCL ACCESORIOS";94.87%
"COLGADOR TIPO GOTA 1" INCL ACCESORIOS";"COLGADOR TIPO GOTA 1/2" INCL ACCESORIOS";94.87%
"COLGADOR TIPO GOTA 1 1/4" INCL ACCESORIOS";"COLGADOR TIPO GOTA 4" INCL ACCESORIOS";94.87%
"COLGADOR TIPO GOTA  3/4" INCL ACCESORIOS";"COLGADOR TIPO GOTA 3" INCL ACCESORIOS";94.87%
"COLGADOR TIPO GOTA 1 1/4" INCL ACCESORIOS";"COLGADOR TIPO GOTA 1" INCL ACCESORIOS";94.87%
"TUBO DE FIERRO GALVANIZADO DE 1 1/4" x 2.5mm";"TUBO DE FIERRO GALVANIZADO DE 1/2" x 2.5mm";94.87%
"TUBO DE FIERRO GALVANIZADO DE 1 1/2" x 2.5mm";"TUBO DE FIERRO GALVANIZADO DE 1 1/4" x 2.5mm";94.87%
"TOMACORRIENTE DOBLE. UNIV, CON PUESTA A TIERRA, 16 A. 250 V. USO GENERAL (ESTAB).  (EQUIP. MEDICO).  EMP. EN MURO. H=0.4";"TOMACORRIENTE DOBLE. UNIV, CON PUESTA A TIERRA, 16 A. 250 V. USO GENERAL (ESTAB).  (EQUIP. MEDICO).  EMP. EN MURO. H=1.1";94.79%
"P.A. VENTILADOR MECANICO ADULTO PEDIATRICO";"VENTILADOR MECANICO ADULTO PEDIATRICO";94.74%
"UNION CEDULA 40 1 1/4"";"UNION CEDULA 40 1"";94.74%
"TUBO DE FIERRO GALVANIZADO DE 1/2" x 2.5mm";"TUBO DE FIERRO GALVANIZADO DE 2" x 2.5mm";94.59%
"TUBO DE FIERRO GALVANIZADO DE 1 1/2" x 2.5mm";"TUBO DE FIERRO GALVANIZADO DE 2" x 2.5mm";94.59%
"TUBO DE FIERRO GALVANIZADO DE 1" x 2.5mm";"TUBO DE FIERRO GALVANIZADO DE 2" x 2.5mm";94.59%
"COLGADOR PARA 2 TUBERIA TIPO CANAL F.G. UNISTRUT (INCL. VARILLA ROSCADA 5/8")";"COLGADOR PARA 3 TUBERIA TIPO CANAL F.G. UNISTRUT (INCL. VARILLA ROSCADA 5/8")";94.52%
"COLGADOR PARA 1 TUBERIA TIPO CANAL F.G. UNISTRUT (INCL. VARILLA ROSCADA 5/8")";"COLGADOR PARA 2 TUBERIA TIPO CANAL F.G. UNISTRUT (INCL. VARILLA ROSCADA 5/8")";94.52%
"COLGADOR PARA 1 TUBERIA TIPO CANAL F.G. UNISTRUT (INCL. VARILLA ROSCADA 5/8")";"COLGADOR PARA 3 TUBERIA TIPO CANAL F.G. UNISTRUT (INCL. VARILLA ROSCADA 5/8")";94.52%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 06 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 10 ITF DE 380/220 VOLTIOS, 600 KVA";94.51%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 04 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 10 ITF DE 380/220 VOLTIOS, 600 KVA";94.51%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 08 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 10 ITF DE 380/220 VOLTIOS, 600 KVA";94.51%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 04 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 12 ITF DE 380/220 VOLTIOS, 600 KVA";94.51%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 06 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 12 ITF DE 380/220 VOLTIOS, 600 KVA";94.51%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 08 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 12 ITF DE 380/220 VOLTIOS, 600 KVA";94.51%
"CODO DE FIERRO MALEABLE GALVANIZADO DE Ø 1 1/2" x 90º CLASE 150 ASTM A197  - ROSCADO";"CODO DE FIERRO MALEABLE GALVANIZADO DE Ø 1 1/4" x 90º CLASE 150 ASTM A197  - ROSCADO";94.44%
"REDUCCION DE COBRE SOLDABLE 3" - 1 1/2"";"REDUCCION DE COBRE SOLDABLE 3/4" - 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 2" - 3/4"";"REDUCCION DE COBRE SOLDABLE 3/4" - 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 3/4"";"REDUCCION DE COBRE SOLDABLE 1 1/4" - 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 3/4"";"REDUCCION DE COBRE SOLDABLE 2 1/2" - 1 1/4"";94.44%
"REDUCCION DE COBRE SOLDABLE 2" - 1 1/4"";"REDUCCION DE COBRE SOLDABLE 3/4" - 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 3/4"";"REDUCCION DE COBRE SOLDABLE 2" - 1 1/4"";94.44%
"REDUCCION DE COBRE SOLDABLE 2 1/2" - 1 1/4"";"REDUCCION DE COBRE SOLDABLE 3/4" - 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 3/4"";"REDUCCION DE COBRE SOLDABLE 2" - 3/4"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 3/4"";"REDUCCION DE COBRE SOLDABLE 3" - 1 1/2"";94.44%
"Transformador de Aislamiento Trifasico 380/220 V, 20 KVA";"Transformador de Aislamiento Trifasico 380/220 V, 5 KVA";94.44%
"REDUCCION DE COBRE SOLDABLE 1" - 3/4"";"REDUCCION DE COBRE SOLDABLE 3/4" - 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 3/4"";"REDUCCION DE COBRE SOLDABLE 4" - 2 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 3/4"";"REDUCCION DE COBRE SOLDABLE 3" - 2 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 1 1/4"";"REDUCCION DE COBRE SOLDABLE 3/4" - 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/4" - 1/2"";"REDUCCION DE COBRE SOLDABLE 3/4" - 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/4" - 3/4"";"REDUCCION DE COBRE SOLDABLE 3/4" - 1/2"";94.44%
"CODO DE FIERRO MALEABLE GALVANIZADO DE Ø 1 1/4" x 90º CLASE 150 ASTM A197  - ROSCADO";"CODO DE FIERRO MALEABLE GALVANIZADO DE Ø 1/2" x 90º CLASE 150 ASTM A197 - ROSCADO";94.44%
"CODO DE FIERRO MALEABLE GALVANIZADO DE Ø 1 1/4" x 90º CLASE 150 ASTM A197  - ROSCADO";"CODO DE FIERRO MALEABLE GALVANIZADO DE Ø 2 1/2" x 90º CLASE 150 ASTM A197  - ROSCADO";94.44%
"Transformador de Aislamiento Trifasico 380/220 V, 2 KVA";"Transformador de Aislamiento Trifasico 380/220 V, 5 KVA";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 1 1/4"";"REDUCCION DE COBRE SOLDABLE 1 1/2" - 3/4"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 3/4"";"REDUCCION DE COBRE SOLDABLE 1 1/4" - 3/4"";94.44%
"REDUCCIÓN DE COBRE TIPO L DE 1 1/2" A 1 1/4"";"REDUCCIÓN DE COBRE TIPO L DE 3/4" A 1/2"";94.44%
"REDUCCIÓN DE COBRE TIPO L DE 1" A 3/4"";"REDUCCIÓN DE COBRE TIPO L DE 3/4" A 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 3/4" - 1/2"";"REDUCCION DE COBRE SOLDABLE 4" - 2 1/2"";94.44%
"REDUCCION DE COBRE SOLDABLE 1 1/2" - 3/4"";"REDUCCION DE COBRE SOLDABLE 1" - 3/4"";94.44%
"REDUCCION DE COBRE SOLDABLE 3" - 2 1/2"";"REDUCCION DE COBRE SOLDABLE 3/4" - 1/2"";94.44%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 10 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF DE 380/220 VOLTIOS, 600 KVA";94.38%
"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 12 ITF DE 380/220 VOLTIOS, 600 KVA";"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF DE 380/220 VOLTIOS, 600 KVA";94.38%
"ADAPTADOR DE COBRE ROSCA MACHO 1 1/2"";"ADAPTADOR DE COBRE ROSCA MACHO 1"";94.29%
"TUBO DE ACERO NEGRO CEDULA 40 Ø 1 1/2"";"TUBO DE ACERO NEGRO CEDULA 40 Ø 1"";94.29%
"ADAPTADOR DE COBRE ROSCA MACHO 1/2"";"ADAPTADOR DE COBRE ROSCA MACHO 2"";94.29%
"UNION UNIVERSAL DE FIERRO MALEABLE GALVANIZADO DE Ø 1 1/2" CLASE 150 ASTM A197";"UNION UNIVERSAL DE FIERRO MALEABLE GALVANIZADO DE Ø 1 1/4" CLASE 150 ASTM A197";94.29%
"ADAPTADOR DE COBRE ROSCA MACHO 3"";"ADAPTADOR DE COBRE ROSCA MACHO 3/4"";94.29%
"ADAPTADOR DE COBRE ROSCA MACHO 3"";"ADAPTADOR DE COBRE ROSCA MACHO 3/8"";94.29%
"ADAPTADOR DE COBRE ROSCA MACHO 3/4"";"ADAPTADOR DE COBRE ROSCA MACHO 4"";94.29%
"ADAPTADOR DE COBRE ROSCA MACHO 2 1/2"";"ADAPTADOR DE COBRE ROSCA MACHO 2"";94.29%
"UNION UNIVERSAL DE FIERRO MALEABLE GALVANIZADO DE Ø 1 1/4" CLASE 150 ASTM A197";"UNION UNIVERSAL DE FIERRO MALEABLE GALVANIZADO DE Ø 2 1/2" CLASE 150 ASTM A197";94.29%
"TOMACORRIENTE DOBLE UNIVERSAL CON PUESTA A TIERRA, 16 A. 250 V. USO GENERAL GRADO HOSPITALARIO, EMP. EN MURO. H=1.10m";"TOMACORRIENTE DOBLE UNIVERSAL CON PUESTA A TIERRA, 16 A. 250 V. USO GENERAL GRADO HOSPITALARIO, EMP. EN MURO. H=2.20m";94.29%
"UNION UNIVERSAL DE FIERRO MALEABLE GALVANIZADO DE Ø 1 1/4" CLASE 150 ASTM A197";"UNION UNIVERSAL DE FIERRO MALEABLE GALVANIZADO DE Ø 1/2" CLASE 150 ASTM A197";94.29%
"ADAPTADOR DE COBRE ROSCA MACHO 1"";"ADAPTADOR DE COBRE ROSCA MACHO 2 1/2"";94.29%
"ADAPTADOR DE COBRE ROSCA MACHO 1 1/2"";"ADAPTADOR DE COBRE ROSCA MACHO 2"";94.29%
"ADAPTADOR DE COBRE ROSCA MACHO 1 1/4"";"ADAPTADOR DE COBRE ROSCA MACHO 4"";94.29%
"ADAPTADOR DE COBRE ROSCA MACHO 1 1/4"";"ADAPTADOR DE COBRE ROSCA MACHO 1"";94.29%
"ADAPTADOR DE COBRE ROSCA MACHO 1"";"ADAPTADOR DE COBRE ROSCA MACHO 1/2"";94.29%
"P.A. ANALIZADOR HEMATOLOGICO AUTOMATICO DE 5 DIFERENCIALES";"ANALIZADOR HEMATOLOGICO AUTOMATICO DE 5 DIFERENCIALES";94.23%
"Luminaria hermetico panel tipo Led 36 W de 0.60 x 0.60 m para empotrar IP 65, para ambientes esteriles con alto grado de";"Luminaria hermetico panel tipo Led 46 W de 0.60 x 0.60 m para empotrar IP 65, para ambientes esteriles con alto grado de";94.17%
"REDUCCION DE COBRE SOLDABLE 1 1/4" - 1"";"REDUCCION DE COBRE SOLDABLE 1" - 3/4"";94.12%
"REDUCCION DE COBRE SOLDABLE 1 1/4" - 1"";"REDUCCION DE COBRE SOLDABLE 2 1/2" - 1 1/4"";94.12%
"JUNTA FLEXIBLE ANTISISMICO DE 1"";"JUNTA FLEXIBLE ANTISISMICO DE 2 1/2"";94.12%
"JUNTA FLEXIBLE ANTISISMICO DE 2 1/2"";"JUNTA FLEXIBLE ANTISISMICO DE 2"";94.12%
"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1 1/4", 1M";"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 3/4", 1M";94.12%
"VALVULA DE BOLA ESFERICA DE BRONCE 1"";"VALVULA DE BOLA ESFERICA DE BRONCE 2 1/2"";94.12%
"VALVULA DE BOLA ESFERICA DE BRONCE 1"";"VALVULA DE BOLA ESFERICA DE BRONCE 1/2"";94.12%
"VALVULA DE BOLA ESFERICA DE BRONCE 1 1/2"";"VALVULA DE BOLA ESFERICA DE BRONCE 1"";94.12%
"P.A. CARRO PARA TRANSPORTE DE PERSONAL, TIPO TODO TERRENO";"CARRO PARA TRANSPORTE DE PERSONAL, TIPO TODO TERRENO";94.12%
